description|labelGeneric
C'est une grande salle aux baies romanes, étroites, hautes et profondes. Les murs sont tendus de tapis et le plafond, de toiles peintes : sur les tapis d'un sombre jaune, des lions rouges dardent leurs langues, ainsi que des flammes, et le bleu des toiles peintes est semé d'étoiles d'or, comme un firmament, et de croix d'or, comme un paradis. Tout autour, le long des murs, s'applique un banc recouvert d'une draperie pourpre, et en quatre endroits ce banc est coupé : par le lit de bronze, incliné de la tête aux pieds ; il est bas et large, porte un seul coussin ; au-dessus pend une lampe d'argile rouge ; — par la haute cheminée où flambent d'énormes bûches de hêtres et des troncs résineux de sapin ; — par le bahut peint où se voient représentées, en des couleurs vives, des scènes de l'Evangile - par un orgue emboîté dans la muraille, et qui fait face à la cheminée. Les briques du pavage sont de forme octogone. Devant le lit, il y a un escabeau avec une marche pour s'agenouiller, et, devant le feu, une large bancelle à dossier. Vêtu de la robe verte épiscopale, à demi-cachée par la dalmatique blanche brodée d'or, l'évêque est à genoux, la tête dans ses mains qui s'appuient à l'escabeau. Les clercs, en tunique noire, prient également, agenouillés devant le banc circulaire. Le jour s'achève ; Paulin, sur un signe de l'évêque, allume la lampe d'argile, car il n'est pas bon que les hommes assemblés restent dans les ténèbres ; mais l'âtre éclaire la grande salle bien plus que la petite lampe ; à ses larges et momentanés flamboiements, les lions s'agitent, les étoiles luisent, les croix d'or du plafond resplendissent. On n'entend que le crépitement de la mèche dans l'huile de faines, le ronronnement du foyer, le murmure bas des voix lentes, priantes, le halètement contenu des poitrines sonnant sous les poings qui les martèlent.|setting
L'orgue accompagne sa voix:|interaction
Il quitte l'escabeau et vient s'agenouiller sur les dalles, le front touchant le sol. Puis, se redressant un peu :|setting
En même temps qu'il prononce d'une voix profonde ces derniers mots, l'évêque se frappe le coeur par trois fois.|aggression
Les clercs s'assemblent devant lui.|movement
Et en lui-même, avec un frisson et une joie l'évêque se dit :|delivery
Le portier sort pour revenir l'instant d'après avec la vieille pécheresse. Pendant ces minutes, l'évêque à mi-voix murmure :|exit
Une colère, en éclairs, passe dans les yeux de l'évêque ; mais il se contient jusqu'aux dernières paroles de|delivery
Il murmure, à part lui :|delivery
Pendant qu'il songe, les yeux baissés, Maximienne a détaché l'agrafe qui retenait sur l'épaule droite son manteau blanc, de la même blancheur que la tunique ; elle le jette sur le dossier de la bancelle, et apparaît les bras nus et couverts de bracelets, le cou un peu dévêtu et ceint d'un collier, d'où pendent sur sa poitrine deux petites bulles d'argent, pareilles à des grelots. Toute riante, les mains en avant, elle s'approche de Théodat, qui sursaute, lui échappe et vient s'appuyer contre la bancelle, où elle le rejoint, suppliante.|narration
Et tout haut, il crie :|delivery
Son esprit tendu vient d'éclater en déraisons dont il sent la faiblesse, car si le Seigneur fait des miracles, il n'est pas permis à l'homme de provoquer le déploiement de sa toute-puissance ; alors, il se laisse aller à la colère :|narration
Les bras étendus, la tête levée, il prononce, comme une prière, rémunération symbolique, sans se laisser distraire par les ironiques reprises de Maximienne.|action
Mais elle se met à chanter, il écoute.|delivery
Pendant que Maximienne reprend, sans les paroles, sa mélodie improvisée,|object
Elle met timidement, mais avec résolution, sur le bras de Théodat, sa main qui se crispe à la chair sentie sous les étoffes.|interaction
Relevant ses vêtements de vieille qu'elle jette sur son dos :|object
Mouvement de retraite.|movement
Elle éclate en sanglots.|delivery
Maximienne se laisse ramener, elle referme la porte dont elle assujettit très doucement la barre de sûreté, puis s'abandonne aux bras qui l'étreignent. Théodat l'emporte vers la bancelle et, s'asseyant, la couche sur ses genoux, la caresse de plus de baisers que de paroles.|narration
Il enlève les bracelets constellés de pierres mates, il touche au cercle d'or qui retient les cheveux...|object
Phaza doit avoir un habillement pittoresque.|object
Il entre du côté opposé à celui par lequel Zamie est sortie.|entrance
À part.|aparte
Haut.|delivery
À part.|aparte
Haut.|delivery
Bas.|delivery
Il lui baise la main.|interaction
Elle s'enfuit.|exit
À part.|aparte
La Fée lui donne une Couronne de fleurs.|object
Il sort.|exit
Elles sortent.|exit
À Blaise.|toward
Aux Ambassadeurs en présentant Ziman et Zenise.|toward
Air. Des Fraises.|music
Air. De tous les Capucins du mondes|music
Air. Les Pèlerins de Saint Jacques.|music
Air. Un jour passé dans les tourments.|music
Air. Vous qui vous moquez par vos ris.|music
Air. Réveillez-vous, belle endormie.|music
Air. Pour la Baronne.|music
Air. Les Trembleurs.|music
Air. Ma raison s'en va beau train.|music
Air. Dondaine, dondaine.|music
Bis.|music
Air. Vous voulez me faire chanter.|music
Air. Il faut que je file, file.|music
Air. Amis sans regretter Paris.|music
Air. Quand on a prononcé ce malheureux oui.|music
Air. Un certain je ne sais quoi.|music
Air. Lanla derirette, lanla derira.|music
Air. Du haut en bas.|music
Air. V'la c'que c'est qu'd'aller aux bois.|music
Air. Le même.|music
Air. Hélas, ce fut sa faute.|music
Bis.|music
Air. Lére-la, Lére Lan Lère.|music
Il sort.|exit
Fin de l'Air... Il faut que je file, fils.|music
Air. Un inconnu pour vos charmes soupire.|music
Air. Vous m'entendez bien.|music
Air. Vous avez bien de la bonté.|music
Air. Le premier jour du mois de Mai.|music
Air. Comment faire ?|music
Air. Nanon dormait.|music
Air. Mamie, Margot.|music
Air. J'étais malade d'amour.|music
Air. Tes beaux yeux, ma Nicole.|music
Air. Dans le fond d'une écurie.|music
Air. Faire l'Amour la nuit et le jour.|music
Air. Menuet de Monsieur de Granval.|music
Air. Cela m'est bien dur.|music
Léandre, déguisé en esclave Turc ayant une fausse barbe.|object
Air. La fille à la Druton.|music
À Léandre.|toward
Léandre sort.|exit
Air. Attendez-moi sous l'Orme.|music
Air. Nous jouissons dans nos hameaux.|music
Air. Tes beaux yeux, ma Nicole.|music
Air. Le bout du monde.|music
Air. Menuet de Monsieur Grandval.|music
Air. Ramonez-ci, ramoneç-là.|music
Air. Que je regrette mon Amant !|music
Isabelle et Colombine ensemble.|delivery
Air. Trois enfants gueux.|music
Air. Je ne suis né ni Roi, ni Prince.|music
Air. Du Cap de Bonne-Espèrance.|music
Air. Grimaudin.|music
Même Air.|music
Air. Un inconnu.|music
Air. Le Mirliton.|music
Elle sort.|exit
Air. Nous sommes précepteurs d'Amour.|music
Air. Quand je tiens de ce jus Octobre.|music
Air. Com' vla' qu'est fait !|music
Air. Allez donc, jouez violon.|music
Air. Menin qu'était plus fort.|music
Air. Le Démon malicieux et fin.|music
Air. Vlà le plaisir des Dames.|music
Air. Là-haut sur ces montagnes.|music
Air. Vous veillez lorsque tout sommeille.|music
Air. Les filles de Montpellier.|music
Air. Vous voulez me faire chanter.|music
Air. Le temps se barbouille.|music
Air. Sans dessus dessous, sans devant derrière.|music
Bis.|music
Air. Ici je fonde une Abbaye.|music
Air. Le Père Barnaba.|music
On déroule les tapisseries.|setting
Air. M. Charlot.|music
Air. Sambleu ! morbleu ! Marion !|music
Il ôte sa fausse barbe.|object
Air. Les Trembleurs.|music
Air. Allons la voir à Saint Cloud.|music
Air. Ma raison s'en va beau train.|music
Air. Reçois dans ton Galetas.|music
bis.|music
Air. Sans le savoir.|music
Air. À la façon de Barbari.|music
Air. Ton humeur est Catherine.|music
Air. On dit que vous aimez les fleurs.|music
Air. A sa voisine.|music
Air. Les billets doux.|music
Air. Nous autres bons villageois.|music
Air. À sa voisine.|music
Même Air.|music
Même Air.|music
Même Air.|music
Même Air.|music
Même Air.|music
Il lit le contrat.|action
Ils s'en vont.|exit
Elle sort.|exit
Il sort.|exit
Ils sortent.|exit
À Impias.|toward
À part.|aparte
À Impias.|toward
À Inzpias.|toward
À Impias.|toward
À la Reine.|toward
Ils sortent.|exit
Elle lit.|action
Au Capitaine des Gardes.|toward
Aux gardes.|toward
Il jette le poignard.|object
Aux gardes.|toward
On l'emmene.|interaction
Il veut sortir.|movement
À part.|aparte
Des gardes entrent, précédant Arondel.|entrance
Aux gardes.|toward
Aux gardes.|toward
À Édouard.|toward
Il sort.|exit
À Constante.|toward
À part.|aparte
Il sort.|exit
Seule.|aparte
Elle sort.|exit
À Lothaire.|toward
À Valrade.|toward
À un garde.|toward
Aux Gardes.|toward
À Lothaire.|toward
Se relevant.|action
Apercevant Arsène.|action
Le théâtre représente la nef d'une église : La porte ouverte laisse voir au fond du théâtre une place publique, au milieu de laquelle est un échafaud. Sur un des côtés du théâtre il y a un autel éclairé par des cierges : un glaive et un bandeau sont posés sur l'autel. Des chapelles font autour de la nef.|setting
À Arsène.|toward
Se jetant à ses genoux.|action
La Scène se passe dans le palais de Lothaire.|setting
À Lothaire.|toward
En montrant Valrade.|action
À Emirène.|toward
Après un instant de silence.|delivery
Don Quichotte se retire.|exit
Il se retire.|exit
Don Lope joue de la guitare.|music
Parlant au Barbier.|toward
Ils se battent.|aggression
Ils entrent.|exit
Il s'assied.|action
Il sort de son siège.|action
Ce demi vers et le suivant se disent bas.|delivery
À Don Lope et à la Duchesse.|toward
Il leur baille des fleurets.|object
Il se doit faire un grand bruit.|narration
On fait encore du bruit.|narration
Un Chariot sort.|exit
On fait encore du bruit.|narration
Ils se battent.|aggression
Elle découvre une barbe.|action
Maxime dit ces deux vers en se retirant.|exit
Julie se retire.|exit
Elle se retire.|exit
LETTRE DE MAXIME À JULIE.|music
Julie entre.|entrance
À quelqu'un de sa suite.|toward
Montrant son bâton.|action
Criant au travers de la porte.|delivery
À Isabelle.|toward
Elle chante.|delivery
Cassandre et Gilles s'enfuient.|exit
La scène est au devant des enfers.|setting
Haut.|delivery
Des diables font rentrer Proserpine.|exit
Le théâtre représente une campagne et la maison de Pantalon.|setting
Ils le suivent.|movement
Il bat Pantalon.|aggression
Haut.|delivery
Il le bat.|aggression
Il s'enfuit.|exit
Haut.|delivery
Elle pleure.|delivery
Haut.|delivery
Bas.|delivery
Le théâtre représente les enfers.|setting
Haut.|delivery
Haut.|delivery
Le théâtre représente un lieu enchanté.|setting
Air :|music
Bas.|delivery
À l'hôtelier.|toward
Bas.|delivery
Le théâtre représente le devant de la maison de Pantalon.|setting
Violette se jette à ses pieds.|action
À Arlequin.|toward
Haut.|delivery
Bas.|delivery
Aparté.|aparte
Il veut la faire entrer de force.|interaction
Il le rosse.|aggression
Il se regarde.|action
Haut.|delivery
Aparte.|aparte
Haut.|delivery
Ils se battent en finissant le deuxième acte.|aggression
Elle pleure.|delivery
Haut.|delivery
Gilles et Gillette le rossent, et finissent ainsi.|aggression
Haut.|delivery
Il sort.|exit
Ils continuent jusqu'à ce que Gilles les interroge.|delivery
Il veut le prendre.|object
Aparté.|aparte
Haut.|delivery
Haut.|delivery
Aparté.|aparte
Il met le chapeau.|object
Haut.|delivery
Il se découvre.|object
Il met son chapeau.|object
Il le met.|object
Il veut le tuer.|aggression
Ils se retirent chacun de leur côté. Les filous reviennent, se félicitent de leur fourberie et se proposent de partager la bourse. Divertissant dit qu'il en veut les deux tiers ; Sans-Quartier prétend en avoir la moitié. Ils se battent, le Maître et Gilles se jettent sur eux, appellent les voisins à leur secours. Ils s'emparent de la bourse et battent les filous qui se sauvent, poursuivis par les voisins. Gilles, animé de colère, ne s'en aperçoit pas, il se jette sur son maître qui tient la bourse, la lui veut arracher ; l'assomme de coups. Le Maître crie au secours, les voisins l'arrachent des mains de Gilles qui rosse et son maître et tous les voisins. Après s'être bien battus, ils se reconnaissent, s'embrassent et finissent ainsi la parade.|narration
Gilles les emmène.|interaction
Il lit.|action
Il lit.|action
Aparté.|aparte
Elle pleure.|delivery
Elle le rosse vivement.|aggression
Elle lit.|action
Ils rossent Gilles, qui crie de toutes ses forces, les culbute tous deux et s'enfuit.|aggression
Il lit.|action
Léandre rentre dans le cabinet.|exit
Léandre culbute Gilles.|interaction
Il se retire.|exit
À son mari.|toward
Ils entrent.|exit
Il chante en se promenant :|delivery
Léandre entre.|entrance
Il chante :|delivery
Il le frappe.|aggression
Il lui montre le cul.|action
Tous pleurent.|delivery
COUPLETS sur l'air : De la béquille du père Barnabas.|music
Apercevant Villebrequin.|action
À Villebrequin.|toward
À Cassandre.|toward
Au Fiacre.|toward
Elle pleure.|delivery
Ils parlent tous ensemble.|delivery
Parlant à Gilles.|toward
Elle s'en va.|exit
Il sort.|exit
Il tire son écritoire, du papier et une plume ; après quoi, il se met en posture d'écrire.|action
À Gilles.|toward
Ici arrive une sage-femme du voisinage qui soutient qu'elle a entendu les cris d'une fille qui veut accoucher ; qu'elle s'y connaît. Elle soutient que Gilles est une fille déguisée, laquelle a été débauchée par le maître, qui y est très sujet. Elle veut visiter Gilles. On la chasse.|narration
Il porte la bouteille à sa bouche.|action
Gilles veut boire.|action
Ils rentrent.|exit
Pendant ce temps, Laisse-Rien boit à la bouteille.|action
Ils sortent.|exit
Gilles rentre.|exit
Il rosse le Maître et se remet du côté du petit garçon en criant de toutes ses forces.|aggression
Il rosse le Maître.|aggression
Il rosse le Maître.|aggression
Il le rosse.|aggression
Il heurte à la porte.|action
Ils s'asseyent sur une banquette, se font plusieurs signes. Gilles lui montre la porte de son amant et lui fait entendre qu'elle couche avec lui. Gillette, par signes, soutient que cela n'est pas vrai. Et, en lui montrant les cornes, lui affirme quelle ne le fait pas cocu. Gilles secoue la tête et lui fait comprendre que, s'il en était certain, son amant ne mourrait que de sa main et qu'il l'assommerait ensuite.|narration
À Gillette.|toward
Gillette rit.|delivery
Gilles rit de toute sa force.|delivery
Haut.|delivery
Bas.|delivery
Elle rentre.|exit
Haut.|delivery
Haut.|delivery
Haut.|delivery
Au lieu de la lettre, il lit le cartel suivant :|action
Il feint de continuer à lire.|action
Il rosse Gilles.|aggression
Elle sort.|exit
Il le rosse.|aggression
Il met l'épée à la main.|aggression
Il tire des bottes.|object
Haut.|delivery
Ils se sauvent.|exit
Ils se retirent dans la coulisse.|exit
Il chante.|delivery
Élevant la voix.|delivery
Haut.|delivery
Il le rosse.|aggression
On habille Gilles comiquement.|object
Gilles reste dans un coin.|setting
Il le rhabille.|object
En dedans :|setting
Il se rhabille comiquement.|object
Gilles se rhabille.|object
Il le rhabille.|object
En se démenant, sa robe, son chapeau et sa perruque tombent.|object
Il les rosse. Mais Sans-Quartier, Divertissant et Gilles ramassent des battes, se jettent sur le Maître et l'assomment de coups. Il se sauve et ils sont si animés qu'ils se frappent longtemps l'un sur l'autre en criant de toutes leurs forces, sans s'apercevoir que le Maître s'est retiré. Cette espèce de combat finit la parade.|narration
Ils rentrent.|exit
Aparte.|aparte
Haut.|delivery
À Prends-Tout.|toward
Aparte.|aparte
Laisse-Rien sort.|exit
Le filou lève un bras en l'air.|action
Il lui abaisse la main qui se relève.|interaction
Il sort.|exit
Il rentre.|exit
Aparte.|aparte
Haut.|delivery
Ils s'asseyent.|action
Haut.|delivery
Bas.|delivery
Aparte.|aparte
Haut.|delivery
Il rosse Gilles.|aggression
Il lit :|action
Il penche la tête.|action
Avec enthousiasme.|delivery
Léandre sort avec Babot.|exit
À Damis.|toward
À Lolotte.|toward
À Cathis.|toward
À Damis.|toward
Elle sort avec Damis.|exit
Il sort.|exit
Elles retournent à la toilette.|movement
À part.|aparte
Lolotte et Cathis amènent Proton à Lolotte.|entrance
Il sort.|exit
Il sort.|exit
À Champagne.|toward
Bas.|delivery
Haut.|delivery
Bas.|delivery
Il court embrasser Oreste.|interaction
Il tombe dans tes bras de Pylade.|action
Aux prêtresses.|toward
Après que les prêtresses se sont retirées.|exit
