description|labelDraCor
Plus haut.|loud
Il tire d'une poche de côté un petit volume qu'il pose sur la table.|show
Il tire de ses poches des ooeufs en buis de différentes dimensions et les aligne sur la table. Voix de charlatan.|show
Il en tire un énorme.|get
Autre plus énorme encore.|show
Geste de tirer la fil.|show
Il tire de ses poches des prospectus qu'il pose sur la table.|show
Nouveaux coups, frappés dans la coulisse.|knock
Il tombe sur un genou. Pose dramatique.|kneel
Il sort a reculons en saluant à droite et à gauche et disparaît.|exit
Elle embrasse Émilie.|kiss
Elle sépare les deux amies.|pull
Elle s'assied.|sit
Elle regarde du côté de la porte.|watch
On embrasse Clémentine.|kiss
Elle remet la lettre à Philomène.|give
Elle remet la lettre a Julie.|give
Elle rend la lettre a Clémentine.|give
On sonne.|ring
À Honorée.|toward
Elle sort.|exit
Les autres en font autant.|open
On sonne.|sing
Elle sort.|exit
Aux choristes.|toward
Aux membres d'honneur.|toward
On commence à chanter dans la pièce voisine :|sing
ANNA et EUGÉNIE écoutent chanter. Vers la fin du morceau, neuf choristes arrivent sur la scène, à la suite de leur maîtresse de choeur.|listen
À Louise.|toward
Eugénie tombe a genoux.|kneel
On frappe à la porte.|knock
On se relève.|stand
L'ange couronne Eugénie.|dress
L'on se met a genoux.|kneel
Le choeur lui répond, en reprenant toujours le dernier vers.|sing
ApercevantJulienne.|watch
À Juliette.|toward
À Fany.|toward
À Juliette.|toward
Aux Choristes.|toward
Le choeur arrive sur la scène.|entrance
On chante un cantique.|sing
Aux Choristes.|toward
Fany sort.|exit
On chante dans la pièce voisine.|sing
Le choeur arrive en chaulant.|entrance
Le chant est interrompu.|sing
Aux mondaines.|toward
À Adeline.|toward
Les choristes se retirent.|exit
Rosa restée en arrière lie conversation avec Lisette.|location
Elle lui passe une chaîne et un bracelet.|dress
Elle entraine Rosa.|pull
Elle sort avec Rosa.|exit
Deux choristes se détachent.|location
Rosa se relève.|stand
Elle remet ses bijoux à la Présidente.|dress
On chante un morceau brillant.|sing
Le Théâtre représente Le cabinet de Géralde ; sur La gauche est une table, couverte de papiers en désordre ; sur sa droite, un clavecin ; une bibliothèque, dans Le fond.|decor
AIR.|title
Elle sort.|exit
ROMANCE.|title
TRIO.|title
À sa femme :|toward
Madame Géralde et Célestine sortent.|exit
Il va vivement à sa table.|closer
Il se met en colère.|furious
Il cherche.|search
Elle aperçoit Mainfroi.|watch
Elle sort.|exit
À part.|aparte
Il rit.|laugh
À part.|aparte
Mainfroi sort.|exit
COUPLETS.|title
Célestine l'embrasse.|kiss
Elle sort.|exit
Il compose.|write
Il cherche.|search
Il écrit.|write
Il compose.|write
Elle va sortir.|away
Ils s'embrassent.|kiss
Elle sort.|exit
Il écrit.|write
AIR.|title
À part.|aparte
À Madame Géralde.|toward
AIR.|title
À Géralde.|toward
À Alexis.|toward
À Géralde.|toward
Le Théâtre représente un salon meublé.|decor
Haut.|loud
On entend du bruit.|noise
Chérubin et Fanchette se regardent pendant le dialogue suivant, et forment une scène muette et intéressante.|watch
Haut.|loud
Il sen va.|exit
À Chérubin.|toward
Ils sortent.|exit
À Fanchette.|toward
Haut.|loud
[À] Suzanne.|toward
La Fleur sort.|exit
À sa Future.|toward
À la Comtesse.|toward
Haut à Fanchette.|toward
À Nicolas.|toward
S'approchant de sa Future.|closer
Au Jardinier.|toward
Elle sort avec Antonio.|exit
Il lui donne de l'argent.|give
Il sort.|exit
Ils sortent.|exit
Il sort.|exit
L'apercevant.|watch
À part.|aparte
Il sort.|exit
À Fanchette.|toward
À Basile.|toward
Haut.|loud
À part.|aparte
Fanchette sort.|exit
Regardant au fond.|watch
À Basile.|toward
Ils sortent.|exit
À sa Camériste.|toward
Elle sort.|exit
Elle sort.|exit
Il sort.|exit
Il sort.|exit
À Nicolas.|toward
Il sort.|exit
À Nicolas.|toward
Il sort.|exit
Haut.|loud
Haut.|loud
Au Notaire.|toward
Il signe, ainsi que Nicolas et Fanchette. Six jeunes filles apportent un bouquet et un guirlande. Fanchette se met à genoux ; deux jeunes filles chantent un duo du temps, tandis qu'on place la couronne sur la tête de la mariée ; la Comtesse et le Comte la relèvent, la prennent chacun par une main et sortent avec elle, tout le monde les suit.|narration
Il s'approche des Musiciens et leur dit :|close
Il s'approche de plus près.|closer
Haut.|loud
Elle sort avec vivacité les Paysans et les Paysannes la suivent.|exit
À Figaro.|toward
Haut.|loud
À Figaro.|toward
À part.|aparte
Il sort.|exit
Il sort.|exit
À Nicolas.|toward
À Basile, en le pinçant par la manche.|toward
À part.|aparte
À Brid'oison.|toward
Il sort avec Nicolas.|exit
Basile sort.|exit
Il va dans le cabinet.|location
À Nicolas.|toward
À part.|aparte
Elle va pour s'en aller.|away
On entend un tumulte éloigné.|noise
Le bruit redouble.|noise
Fanchette, le relève.|stand
Il sort.|exit
Ouvrant la cassette.|open
À Chérubin.|toward
Au Public.|toward
Sur l'Air de celui de la Folle Journée.|title
Premier Couplet.|title
Second Couplet.|title
Troisième Couplet.|title
Quatrième Couplet.|title
Cinquième Couplet.|title
Sixième Couplet.|title
Septième Couplet.|title
Huitième Couplet.|title
Neuvième et dernier Couplet.|title
Le théâtre représente un rivage d'une île déserte, bordée et environnée de rochers escarpés, à travers lesquels on aperçoit la pleine mer dans le lointain. Sur un des côtés en avant est l'ouverture d'une cabane entourée d'arbres fruitiers du climat : l'autre côté est rempli par l'entrée d'une forêt qui paraît impénétrable. Au moment où le rideau lève, une tempête agite les flots : on voit un navire qui vient se briser sur la côte. Les vents s'apaisent et la mer se calme peu à peu.|decor
À Valére.|toward
Elle appelle.|call
Elle sort.|exit
Aux Esclaves.|toward
Aux Indiens.|toward
À Valère et à Sophie.|toward
Il sort.|exit
Avec gaieté.|happy
À part.|aparte
À Valère.|toward
Aux Esclaves.|toward
À part.|aparte
Aux Nègres.|toward
Le théâtre change et représente un salon de Compagnie meublé à l'Indienne.|decor
Ils sortent.|exit
À part.|aparte
Haut.|loud
À part.|aparte
À Sophie.|toward
À Sophie.|toward
Elle lui baise les mains.|kiss
Haut.|loud
On doit entendre la générale dans le lointain.|noise
À part.|aparte
Haut.|loud
Le théâtre représente un lieu sauvage ou l'on voit deux collines en pointes, et bordées de touffes d'arbrisseaux qui s'étendent à perte de vue. Sur un des côtés est un rocher escarpé, dont le sommet est une plate-forme, dont la base est perpendiculaire sur le bord de l'avant-scène. On y monte du côté d'une des collines de manière que les Spectateurs y peuvent voir arriver tous les personnages, On voit deçà et delà quelques cabanes de Nègres éparses.|decor
Il embrasse Valère.|kiss
À Valère.|toward
Au Major.|toward
Aux Esclaves.|toward
Les Esclaves n'écoutent que Valère.|listen
Il ouvre sa veste.|dress
Aux soldats.|toward
Au Juge.|toward
Les esclaves se rangent autour d'eux, et forment un rempart, les soldats et grenadiers s'en approchent avec la baïonnette.|closer
Au Juge.|toward
Aux étrangers et aux esclaves.|toward
À Sophie.|toward
Sophie, Zamor et Mirza sortent avec quelques esclaves.|exit
Valère sort.|exit
Il sort.|exit
À l'Indien.|toward
Les Esclaves armés sont remplacés par les esclaves sans armes.|threat
Au Juge.|toward
À un vieillard et une vieille esclave.|toward
Aux Esclaves de son sexe.|toward
Aux Esclaves, particulièrement.|toward
Il se jette à ses pieds.|kneel
Il lui prend les mains.|touch
À son époux.|toward
À Madame de Saint-Frémont.|toward
À Sophie.|toward
À part.|aparte
Haut.|loud
Haut.|loud
Elle tombe dans les bras des Soldats.|fall
Tous se mettent à genoux, excepté le Juge et les Soldats.|kneel
À Valère.|toward
Le théâtre représente un Salon à l'antique, richement meublé, plusieurs portraits, entre autres Monsieur et Madame de l'Enclos, père et mère de Ninon ; les Bustes de plusieurs Grands Hommes, sur des piédestaux ; plusieurs instruments de musique, comme Clavecin, Luth, et autres.|decor
Il se frotte les yeux.|touch
Haut.|loud
Il sort en jetant sur la table le papier qu'il a écrit.|exit
Elle lit.|read
Il lit.|read
À Ninon.|toward
Montrant son coeur|show
Parlant à Ninon.|toward
Il lit.|read
Elle sort.|exit
Haut.|loud
À part.|aparte
Haut.|loud
À part.|aparte
À Molière.|toward
À Chapelle.|toward
Il sort.|exit
À la Châtre.|toward
Ils sortent.|exit
Répétant.|repeat
À Francisque.|toward
À tous.|toward
Le théâtre représente un lieu champêtre ; dans le lointain un coteau, et une femme au bas. On voit dans le fond une prairie, avec un parc de moutons. On voit la brouette du Berger, sur un des côtés du Théâtre ; de l'autre côté en face, est la cabane de la Bergère. Une fontaine coule à côté de la cabane ; plusieurs arbres forment un couvert ; et une butte de gazon au-dessous, forme un siège.|decor
On entend une cloche derrière le théâtre.|noise
Des Yveteaux habillé en Berger, la houlette à la main, la panetière au côté, et le chapeau garni de rubans, parmi lesquels on distingue une fontange jaune, que lui avait donnée Ninon. La Dupuis habillée en Bergère élégante, et tenant une guitare. Des Yveteaux conduit un agneau, et regarde son troupeau qui traverse le fond du Théâtre.|costume
Il chante la Romance connue.|sing
À la Dupuis.|toward
À part.|aparte
Haut.|loud
À part.|aparte
Tombant aux genoux de Mathurin.|kneel
En sortant.|exit
Il va pour se baisser, et tombe dans la fontaine.|fall
À part.|aparte
On entend un grand bruit.|noise
À Des Yveteaux.|toward
À la Dupuis.|toward
À la Dupuis.|toward
S'apercevant que Mathurin la regarde avec attention.|watch
Regardant.|watch
À part.|aparte
Tous les Acteurs se rangent sur les deux côtés du Théâtre. Le Grand Condé est dans le milieu, au fond du théâtre.|location
À Ninon.|toward
À Mathurin.|toward
Aux Paysans.|toward
Le Grand Condé écoute.|listen
À Ninon et à Molière.|toward
Au Comte de Fiesque.|toward
À Ninon.|toward
À Des Yveteaux.|toward
En l'embrassant.|kiss
Le théâtre représente un Salon.|decor
Aux porteurs.|toward
Les porteurs se retirent.|exit
Ils sortent.|exit
Scarron continue d'écrire.|write
Elle sort.|exit
Francisque, aidé de Mademoiselle le Roi, rangent des fauteuils sur le devant de la scène en face de Scarron.|action
À Ninon.|toward
En embrassant Scarron.|kiss
Regardant la compagnie.|watch
À part.|aparte
À part.|aparte
En le considérant.|watch
À part.|aparte
Elle sort.|exit
Il sort.|exit
À Molière.|toward
Il sort.|exit
Francisque sort.|exit
Elles sortent avec Monsieur Mignard.|exit
Apercevant le Comte.|watch
Il sort.|exit
Il sort.|exit
Ils restent tous deux un instant dans le silence.|silence
À part.|aparte
Il sort.|exit
Elle l'embrasse.|kiss
Au Comte.|toward
Le théâtre change et représente un superbe salon à colonne et à pilastre, sur lequel sont peints les Amours de Psyché. Un superbe trône dans un des côtés du théâtre, et en face une Tribune pour placer les amis de Ninon. Le trône est soutenu par la Victoire et la Renommée. Scarron assis sur une espèce de piédestal à côté du trône, en héraut d'armes. Madame Scarron est de l'autre côté, avec une couronne de laurier, habillée en Déesse de l'Amitié. Dans le fond est une troupe de danseurs et de danseuses avec des guirlandes entrelacées dans leurs bras, et habillées à la Suédoise.|decor
Regardant Scarron.|watch
Elle lui met la couronne sur la tête.|give
CHOEURS sur l'amitié qui restent à faire, et dont je ne doute pas qu'en faveur du sujet, un de nos bons Poètes se charge.|music
BALLETS.|title
Chaconne dans le grand genre, une troupe de Bohémiens. Le petit homme noir, connu dans l'Histoire de Madame Scarron, dira à chacun sa bonne aventure, par des couplets analogues à leur caractère. Ballet de Bohémiens, troupe de Soldats, qui peindra l'Histoire du Grand-Condé, quand il reprit les armes pour la France ; combats, victoire qu'il remporte sur l'ennemi. Tous se mettent à genoux devant le Trône. Les Soldats renversent leurs armes devant le Grand Condé, et lui présentent le Pavillon de l'armée ennemie ; pendant ce temps, le canon, les timbales, les trompettes, doivent former une musique martiale. Elle finit, piano, piano, au point qu'on doit entendre de loin un chalumeau, qui doit faire contraste avec cette grande Musique.|music
À la Reine.|toward
Air NOTÉ.|title
Le Choeur de l'Amitié reprend jusqu'à ce qu'il n'y ait plus personne sur le théâtre.|sing
Mademoiselle le Roi en pleurant.|cry
Il sort.|exit
Lisant.|read
Elle lit.|read
Regardant sa montre.|watch
On entend frapper.|knock
Mademoiselle le Roi sort.|exit
Elle sort.|exit
À Ninon.|toward
Au Chevalier.|toward
Haut.|loud
Haut.|loud
Haut.|loud
À demi voix.|low
Il sort.|exit
À Mademoiselle de Châteauroux.|toward
À Mademoiselle de Châteauroux.|toward
Elle sort avec Molière etc.|exit
À part.|aparte
Saint-Évremond sort.|exit
Haut.|loud
Molière écoutant.|listen
Haut.|loud
S'en allant.|exit
Elle sort.|exit
Ils tombent aux genoux de Monsieur de Châteauroux.|kneel
Air : Du Noël Suisse.|title
Air : De Joconde.|title
Air: Du pas redoublé de l'infanterie.|title
Air : Tout roule aujourd'hui.|title
Air: Pour la Baronne.|title
À Lysander.|toward
Air : Souvenez-vous en.|title
Air : Des trembleurs.|title
Air : Des drapeaux.|title
Haut.|loud
AIR : Nous jouissons dans nos hameaux.|title
AIR : Quel désespoir.|title
Du Duo des deux Avares.|title
AIR : Belle Raimonde.|title
AIR : On compterait les diamants.|title
AIR : Du Vaudeville des chasseurs.|title
Ils sortent.|exit
AIR : De Joconde.|title
AIR : Ah ! vous dirai-je maman.|title
AIR : Faut d'la vertu.|title
AIR : Quand on est mort c'est pour longtemps.|title
AIR : Chantons Laetamini.|title
À Agis.|toward
AIR : Regardez ces traits.|title
AIR : C'est la petite Thèrèse.|title
AIR : Des portraits à la mode.|title
AIR : Va-t'en voir s'ils viennent.|title
AIR : Va-t'en voir s'ils viennent.|title
AIR : Or écoutez petits et grands.|title
AIR : Du Vaudeville de la Rosière.|title
AIR : De la fanfare de Saint-Cloud.|title
AIR : Un Cordelier dit à Lisette.|title
Même air.|title
Même air.|title
AIR : Allons à la Guinguette.|title
Ils sortent.|exit
AIR : Je me suis levé par un matinet|title
AIR : Des simples jeux de l'enfance.|title
AIR : Vous l'ordonnez.|title
AIR : Monsieur le Prévôt des Marchands.|title
AIR: Philis demande son portrait.|title
AIR : Tu croyais en aimant Colette.|title
AIR : Du petit mot pour rire.|title
À Emphasés.|toward
AIR : Réveillez-vous, belle endormie.|title
AIR : Du Vaudeville du Roi et le Fermier.|title
Même air.|title
AIR : On ne peut aimer qu'une fois.|title
Suite de l'air.|title
AIR : Du Port Mahon.|title
AIR : Guillot un jour trouva Lisette.|title
AIR : Jardinier ne vois-tu pas.|title
AIR : Que ne suis-je la fougère.|title
En montrant le Sénat.|show
AIR : De Zémire et Azor.|title
AIR : Au coin du feu.|title
AIR : Mes chers amis, pouvez -vous m' enseigner.|title
Même air.|title
AIR : On dit qu'à quinze ans.|title
AIR: Lison, jeune et timide.|title
AIR : Y a coups de pieds, etc.|title
AIR : Des Trembleurs.|title
AIR : Par pitié daigné vous rendre.|title
AIR : Venez vous de Chantilly.|title
AIR : Soeur Martine, soeur Martine.|title
Un cor finit l'air.|music
AIR : R' lantamplan tirelire.|title
AIR : Lison dormait.|title
AIR : Je voudrais bien détaler.|title
AIR : Où s'en vont ces gais Bergers.|title
AIR : Palsambleu, M. le Curé, etc|title
AIR : Du serin qui te fait envie.|title
On entend un air gai.|music
AIR : Que Pantin serait content.|title
AIR : Ton, humeur est Catherine.|title
AIR : Des paniers.|title
AIR: Lise voyait.|title
AIR : Sans cesse à la Ville, à ta Cour.|title
AIR : C'est la fille à Simonette.|title
Même air.|title
Haut.|loud
On entend la voix de Jérôme qui appelle Babet.|call
Julien sort.|exit
Babet sort.|exit
On entend racler sur le violon.|music
Haut.|loud
Ils se quittent.|exit
Haut.|loud
Haut.|loud
À part.|aparte
Haut.|loud
À part.|aparte
Haut.|loud
Haut.|loud
À part.|aparte
Jérôme sort.|exit
Il s'en va très vite. Julien, après avoir pris l'écu et remercié de la tête, sort aussi sans rien dire.|exit
